track_name,artistas,track_popularity,track_album_name,playlist_genre,playlist_subgenre,followers,popularity,imagem_artista_url
Alive,Flamma,30,Rise,rap,gangster rap,,,
Left Right,Hardwell,58,Left Right,edm,big room,,,
Walking Down The Road,JGS,36,Take One,rock,hard rock,,,
Bang Your Head - Naeleck & KATFYR Remix,Fukkk Offf,52,Bang Your Head,edm,electro house,,,
New Rules,Dua Lipa,83,Dua Lipa (Deluxe),pop,electropop,16437833.0,95.0,https://i.scdn.co/image/330f9806621bc0fe67f5c06f2f1f8df53d011b4e
Alles kaputt,Capital Bra,41,Kuku Bra,rap,gangster rap,3286611.0,82.0,https://i.scdn.co/image/d03852fe340cb703676ef25a2e66368c788c4b95
Arrivals,Moo Latte,1,Departures & Arrivals,rap,hip hop,,,
It's You - Broiler Remix,Syn Cole,2,It's You (Broiler Remix),pop,indie poptimism,,,
Can't You See,The Marshall Tucker Band,65,The Marshall Tucker Band,rock,hard rock,,,
Counterlight,1986 Omega Tribe,25,Crystal Night,r&b,neo soul,,,
Nacada Drive,Testiculo y Uno,48,Nacada Drive,rap,hip hop,,,
TOKYO GIRL,Minako Honda,22,GOLDEN DAYS,r&b,neo soul,,,
I Won´t Hold You Back - Big Room Edit,Stereoboys,0,I Won´t Hold You Back,edm,progressive electro house,,,
Solo (feat. Demi Lovato),Clean Bandit,80,Solo (feat. Demi Lovato),pop,electropop,3767700.0,79.0,https://i.scdn.co/image/08a4e4c0edda46a1ab4c9ee851f8fa567741d7e6
Take It While It's Hot,Sweet Sensation,32,Take It While It's Hot,latin,latin hip hop,,,
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,20,This Girl (Kungs Vs. Cookin' On 3 Burners),latin,latin hip hop,654964.0,68.0,https://i.scdn.co/image/4cb2f80570390781aa74fe3df6724a5cee9d2fa0
Friends (with BloodPop®),Justin Bieber,76,Friends (with BloodPop®),edm,pop edm,34403677.0,95.0,https://i.scdn.co/image/d745628f6659a715f0f69eed1508805849796e5e
Like I Do,David Guetta,72,Like I Do,edm,progressive electro house,21217257.0,88.0,https://i.scdn.co/image/3a8476a71714e7718a41a1157c40f93abb8cc750
Lean on Me - Re-Recorded,Club Nouveau,9,New Jack Swing - R&B Hip Hop Hits,r&b,new jack swing,,,
Suedehead - 2011 Remaster,Morrissey,63,Viva Hate [2011 - Remaster] (2011 Remastered Version),rock,permanent wave,,,
Futsal Shuffle 2020,Lil Uzi Vert,91,Futsal Shuffle 2020,rap,trap,8486939.0,95.0,https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152
Bag Lady,Erykah Badu,53,Mama's Gun,r&b,neo soul,,,
Crazy,PAWSA,44,Crazy,edm,electro house,,,
Cut to the Chase,Roman Müller,41,Cut to the Chase,latin,tropical,,,
Anything More (feat. Era Istrefi) - Will Sparks Remix,Steve Aoki,33,Neon Future III (Remixes),edm,big room,3394282.0,81.0,https://i.scdn.co/image/bd878e687c252c80424d3dfd3758032f59447211
Ten Crack Commandments,The Notorious B.I.G.,1,Life After Death (Deluxe Version),rap,gangster rap,5024429.0,80.0,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f
Man With The Red Face - Radio Edit,Mark Knight,51,Man With The Red Face,edm,progressive electro house,,,
Right Here - Human Nature Radio Mix,SWV,39,Best Of SWV,r&b,new jack swing,,,
We Will Get It Right,Brookii,40,Fool Again,latin,tropical,,,
I'm Your DJ,Miami Bass Tracks,14,"Miami Bass Tracks, Vol. 2",rap,southern hip hop,,,
Where You Wanna Be,Charles William,5,Where You Wanna Be,pop,indie poptimism,,,
Heatwave (feat. Akon) - HUGEL Remix,Robin Schulz,45,Heatwave (feat. Akon) [The Remixes],latin,tropical,2407293.0,83.0,https://i.scdn.co/image/f670ddceb7b9828fe0437f226a2e39592320ed96
I Hate Myself for Loving You,Joan Jett & The Blackhearts,67,Up Your Alley,rock,hard rock,,,
FAKE,BROCKHAMPTON,56,SATURATION,r&b,urban contemporary,1365692.0,82.0,https://i.scdn.co/image/c5d8db5b41cdf04a63ab8dc30c4f92a9b9005263
Blackened Eyes,Hank von Hell,39,Blackened Eyes,rock,hard rock,,,
With Or Without You - Kage Remix,Maddix,32,With Or Without You (Kage Remix),edm,big room,,,
Doggie Style,D.J. Rogers,26,Above The Rim,r&b,new jack swing,,,
Every Breath You Take,The Police,39,Greatest Hits,rock,permanent wave,3440584.0,78.0,https://i.scdn.co/image/1f73a61faca2942cd5ea29c2143184db8645f0b3
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],pop,dance pop,,,
EYES SHUT,Declain,31,EYES SHUT,edm,progressive electro house,,,
Straight to Hell,Ozzy Osbourne,66,Straight to Hell,rock,hard rock,2823962.0,78.0,https://i.scdn.co/image/59cb2a9f548a1e53e91f90fe6bcf9d7aef4f5856
APESHIT,The Carters,67,EVERYTHING IS LOVE,rap,southern hip hop,805179.0,63.0,https://i.scdn.co/image/56bfc8d434ae07d44e737b42b87aebb639841406
Pig Latin,Havelock,33,Pig Latin,pop,indie poptimism,,,
Vete,Khea,3,Vete,rap,trap,,,
Jet Airliner - 2003 Digital Remaster,Steve Miller Band,0,Jet Airliner,rock,classic rock,,,
Meisjes Blijven Meisjes,Frenna,50,Vestival Presents Meisjes Blijven Meisjes,latin,latin hip hop,409353.0,76.0,https://i.scdn.co/image/e710702d47c7b2a697e8a99d4993a93bd62ca465
Keep Up,Akon,39,Koncrete Vol. 1,latin,latin hip hop,2278085.0,81.0,https://i.scdn.co/image/20745ad5adc438c4aec164ca3cc2e04ed3abcb99
Little Wing,Jimi Hendrix,0,Experience Hendrix: The Best Of Jimi Hendrix,rock,hard rock,,,
Swish,Mike Stud,66,These Days,rap,hip hop,,,
Swings,Lit Lords,0,Swings,rap,trap,,,
One,Ghostface Killah,32,Supreme Clientele,rap,gangster rap,502692.0,65.0,https://i.scdn.co/image/ee2180486a42e11b6a0dfafdba9e2dbb9297a9b3
Million Voices,Armin van Buuren,51,Million Voices,edm,electro house,3411421.0,79.0,https://i.scdn.co/image/4c6dab89eacc99971af32ab6fe0df0553531fbda
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,71,Expectations,pop,post-teen pop,5032155.0,84.0,https://i.scdn.co/image/d7846ef6807a6a5e449997e9d11e5bd8b2d2576a
Insane in the Brain,Cypress Hill,70,Black Sunday,rap,gangster rap,,,
Why Do You Love Me,Charlotte Lawrence,68,Why Do You Love Me,pop,indie poptimism,,,
Morena - Re-Mix,Hector & Tito,0,La Historia Live,latin,reggaeton,,,
Top Down - Main,Swizz Beatz,0,One Man Band Man,rap,gangster rap,272803.0,66.0,https://i.scdn.co/image/1c838b1017b10a120c6f51680356b74f349aeeed
La Rosa,Jorge Villamizar,42,El Día Que Vuelva,latin,latin pop,,,
Hop Off A Jet (feat. Travis Scott),Young Thug,82,So Much Fun (Deluxe),rap,trap,5093439.0,90.0,https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
Summer Love,Sole Sole,45,Summer Love,edm,electro house,,,
Moon River,Frank Ocean,70,Moon River,r&b,neo soul,5594232.0,86.0,https://i.scdn.co/image/7db34c8aace6feb91f38601bb75e6b3301b4657a
When I Hear Music,Debbie Deb,0,She’s Back,latin,latin hip hop,,,
Waves (feat. 6LACK),Normani,67,Waves (feat. 6LACK),r&b,urban contemporary,823255.0,78.0,https://i.scdn.co/image/eaef9743235fa95f1cb777fb690747c2fbd7e01d
Fall in the Fall,Jelly Roll,61,Waylon & Willie 2,rap,southern hip hop,,,
Alive,Dabin,50,Wild Youth,pop,indie poptimism,,,
Realidad,Khea,0,Realidad,rap,trap,,,
"Ponte Puty (feat. Franco ""El Gorila"")","Galante ""El Emperador""",23,"Ponte Puty (feat. Franco ""El Gorila"")",latin,latin hip hop,,,
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,55,Louder Than Bombs,rock,permanent wave,,,
So Good,Jabin Chavez,35,So Good,pop,dance pop,,,
No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,47,Prayer,pop,indie poptimism,1330854.0,71.0,https://i.scdn.co/image/eebaf06a86ea9b59f8701fc95c5d39e1b441608c
Rockstar,Jovem Dex,64,Rockstar,rap,trap,181202.0,66.0,https://i.scdn.co/image/366883159e0861ba7bfb1f143cbd8d9a50c016fa
44 More,Logic,73,Bobby Tarantino II,rap,hip hop,4587917.0,84.0,https://i.scdn.co/image/efa0b73c2cdaf40b1767b4b1e1254b1cfc5b51db
Sundo,Imago,62,Blush,rock,classic rock,,,
CoCo - Flosstradamus Remix,O.T. Genasis,34,CoCo: The Global Remixes,rap,trap,,,
...Baby One More Time,Britney Spears,75,...Baby One More Time (Digital Deluxe Version),pop,dance pop,7225658.0,81.0,https://i.scdn.co/image/f19b6ebb7ea955bfdc0fdd5ae54dd604ac774b27
Shake The Earth (feat. Lyon Hart) (OLWIK Remix),Elephante,0,Shake The Earth (feat. Lyon Hart) (OLWIK Remix),edm,progressive electro house,,,
I Don't Wanna Die,8Ball,18,Lost,rap,southern hip hop,,,
Fast,Salty Dog,30,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",rock,classic rock,,,
Shout It Out Loud,KISS,0,Destroyer (Remastered Version),rock,hard rock,,,
Open Eye Signal,Jon Hopkins,53,Immunity,r&b,hip pop,,,
"Promocional, Pt. 1 / God Level",Kaiser,40,Infinito,latin,latin hip hop,,,
lift me from the ground,San Holo,1,worthy / lift me from the ground,pop,electropop,557147.0,68.0,https://i.scdn.co/image/6469320d75d068f0f5060bb61c3bbae71e8c3701
My Way,Calvin Harris,77,My Way,edm,pop edm,19909725.0,87.0,https://i.scdn.co/image/1fd90cd274102d458ec3a9243ced32e659738133
Afloat,Kupla,62,Imaginary,rap,hip hop,,,
Walk This Way,Aerosmith,65,Aerosmith's Greatest Hits,rock,classic rock,,,
Ping Pong,Armin van Buuren,41,Ping Pong,edm,electro house,3411421.0,79.0,https://i.scdn.co/image/4c6dab89eacc99971af32ab6fe0df0553531fbda
Su Cotorreo,Derian,45,El Fichaje Estelar,rap,hip hop,,,
Data Limite,Peita,25,Data Limite,rap,trap,,,
Baby,Justin Bieber,76,My World 2.0,pop,post-teen pop,34403677.0,95.0,https://i.scdn.co/image/d745628f6659a715f0f69eed1508805849796e5e
Shakin' Off The Rust,The Blue Stones,62,Shakin' Off The Rust,rock,hard rock,,,
Lovers + Strangers - GATTÜSO Remix,Starley,27,Lovers + Strangers (GATTÜSO Remix),edm,big room,88300.0,64.0,https://i.scdn.co/image/f9afdada8501f1e368bfb0230ff0a0bcbb6789d5
Bangalore Swing,Tune In Crew,35,Bangalore Swing,edm,electro house,,,
The Map,Seyon,8,The Map,rap,gangster rap,,,
Mind Games,BANKS,0,The Altar,pop,indie poptimism,,,
Bounce Back,Big Sean,5,I Decided.,rap,gangster rap,7271979.0,83.0,https://i.scdn.co/image/ace48339c5cdca66a84a780aa0e6420b35b638c3
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),edm,electro house,,,
Portimao,Manic Twister,51,Portimao,latin,tropical,,,
Nothing Left to Say,Mint Condition,44,E-Life,r&b,neo soul,,,
"Further Up (Na, Na, Na, Na, Na)",Static & Ben El,68,"Further Up (Na, Na, Na, Na, Na)",r&b,hip pop,,,
Personal Jesus - Original Seven Inch Version,Depeche Mode,61,Personal Jesus,rock,permanent wave,,,
Up Around The Bend,Creedence Clearwater Revival,0,Chronicle: 20 Greatest Hits,rock,classic rock,,,
Different Place,STVCKS,4,Different Place,pop,dance pop,,,
UP-14,Raga,47,UP-14,rap,hip hop,,,
Protect Da Brand (feat. DaBaby),Moneybagg Yo,69,Time Served,rap,hip hop,1302575.0,80.0,https://i.scdn.co/image/4310cff807dc0bd66a1753c366c02c1eeb4c64ba
"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",Bizarrap,70,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",rap,trap,879299.0,78.0,https://i.scdn.co/image/c2ce59dc0f1b49ce094f7fc6ba1cb23b7854c46a
Touch,Little Mix,68,Glory Days: The Platinum Edition,edm,pop edm,7320727.0,83.0,https://i.scdn.co/image/5734f0304545846d01f729670014a16574f3d486
D.O.N.T.,Lucky Luke,46,D.O.N.T.,edm,electro house,,,
Rub You The Right Way,Johnny Gill,10,"RnB Old School, vol. 1",r&b,new jack swing,,,
Alone,Kløn,31,Alone,rap,trap,,,
Renegade,Styx,66,Pieces Of Eight,rock,classic rock,,,
La Boca - Remix,Mau y Ricky,82,La Boca (Remix),latin,reggaeton,1846105.0,81.0,https://i.scdn.co/image/5c2cf545129d57e90bfecf7f4e9a8fd61f5ff93e
Climbing Walls,Strange Talk,0,Cast Away,pop,indie poptimism,,,
Karma Police,Radiohead,74,OK Computer,rock,permanent wave,5075955.0,80.0,https://i.scdn.co/image/afcd616e1ef2d2786f47b3b4a8a6aeea24a72adc
Should Have Known Better,Sufjan Stevens,65,Carrie & Lowell,pop,dance pop,,,
Look the Other Way,DWNTWN,12,The Red Room,pop,indie poptimism,,,
Closer,Lemaitre,4,Closer,edm,pop edm,,,
Body Back (feat. Maia Wright),Gryffin,75,Body Back (feat. Maia Wright),pop,dance pop,487818.0,79.0,https://i.scdn.co/image/4d581cbbac339906b4de7580064f0cd38ad5cc12
Spoons,Malian Musicians,37,Mali Music,rock,classic rock,,,
I Found My Smile Again (Radio Edit),D'Angelo,49,I Found My Smile Again,r&b,urban contemporary,,,
More,Zion,3,La Fórmula,latin,reggaeton,1285.0,61.0,https://i.scdn.co/image/c5791ae8b22f5b3b98e417f546c40b58167a4d99
Circles - Original Mix,Audien,34,Circles,edm,progressive electro house,,,
La Aventura,BB Nobre,36,La Aventura,latin,reggaeton,,,
Disco Inferno,The Trammps,54,Playlist: The Best Of The Trammps,r&b,urban contemporary,,,
Barefoot In The Park,James Blake,9,Assume Form,r&b,urban contemporary,976694.0,72.0,https://i.scdn.co/image/8f610393d27956d90e8bdac11e0975c971187b5b
Klavier - Radio Mix,Starjack,45,Klavier,r&b,urban contemporary,,,
Numb,A Killer's Confession,40,Numb,rock,hard rock,,,
Max Don´t Have Sex With Your Ex,E-Rotic,46,Sex Affairs,pop,dance pop,,,
Wake Me When It's Quiet,Hilda,2,Wake Me When It's Quiet,edm,progressive electro house,,,
Tonight's the Night (Gonna Be Alright),Rod Stewart,38,A Night on the Town,rock,album rock,2000535.0,76.0,https://i.scdn.co/image/3ca37b557da4d1d62000919ee1cac217894ca7f1
The Emotion,BØRNS,54,Dopamine,pop,indie poptimism,,,
808,Blaque,41,Blaque,r&b,new jack swing,,,
Fun Tonight,Macross 82-99,52,CHAM!,r&b,neo soul,,,
The Flame,Cheap Trick,62,Lap Of Luxury,rock,hard rock,,,
Tennessee Whiskey,Chris Stapleton,77,Traveller,r&b,neo soul,2243483.0,77.0,https://i.scdn.co/image/e11519e9cd6bcc5777a2e2a1cd47d0ca19446882
Hourglass (feat. Struggle),Upchurch,33,Heart of America,rap,southern hip hop,,,
So Into You,Antonio Neal,3,Praise Life: Beyond 1.0,r&b,neo soul,,,
It's Gotta Be You - Toby Green Remix,Isaiah,35,It's Gotta Be You (Remixes),edm,pop edm,44824.0,59.0,https://i.scdn.co/image/db21a43a1cabfac3f0a9e340c3f62d2748f0f5cd
Picture Perfect(Featuring Phonte) (Extended Version),Eric Roberson,35,Mr. Nice Guy,r&b,neo soul,,,
Ride Out,Kid Ink,62,Furious 7: Original Motion Picture Soundtrack,rap,gangster rap,2416511.0,75.0,https://i.scdn.co/image/92a89311631851defbc80ebcdff44ba3e78922cc
소방차 Fire Truck,NCT 127,0,NCT #127 - The 1st Mini Album,edm,pop edm,,,
Junto Al Amanecer,J Alvarez,60,El Movimiento: The Mixtape,latin,reggaeton,,,
Gimme Brain,Travis Barker,65,Gimme Brain,rap,hip hop,225080.0,74.0,https://i.scdn.co/image/fab4a562ac08cdeb965cd5f29c08735b417f5797
"Bump, Bump, Bump",B2K,53,Pandemonium!,r&b,hip pop,,,
Real Love - Anthology 2 Version,The Beatles,1,Anthology 2,rock,album rock,15947819.0,89.0,https://i.scdn.co/image/6b2a709752ef9c7aaf0d270344157f6cd2e0f1a7
What Am I to Do?,Ezra Collective,52,What Am I to Do?,r&b,neo soul,,,
Rubber Band Man,T.I.,53,Trap Muzik,rap,southern hip hop,3247332.0,78.0,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09
Caffeine,Maarten de Jong,30,Caffeine,edm,progressive electro house,,,
"I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,67,Bad Boy's 10th Anniversary- The Hits,r&b,new jack swing,954324.0,75.0,https://i.scdn.co/image/605b9f65fff2dee52625aac975d146f13cc6bf1d
Mira Quien Llegó,Danntik,36,Mira Quien Llegó,rap,hip hop,,,
She's Playing Hard To Get,Hi-Five,55,Greatest Hits,r&b,new jack swing,,,
Come Get Your Coat,Blacktop Mojo,39,Under the Sun,rock,hard rock,,,
Savages,MARINA,53,Froot,pop,indie poptimism,2013897.0,74.0,https://i.scdn.co/image/7c46de40f1ff014f4224344025bd453237e28b48
So High (feat. Fredo),MIST,72,So High (feat. Fredo),r&b,urban contemporary,255291.0,62.0,https://i.scdn.co/image/cd2ba76cbcc2d08eeb94a05d93b45a7f6b8e7057
Niño,Belanova,47,Dulce Beat,pop,electropop,,,
Work It,Tabitha,53,"Hsmn, Pt. 1- Single",latin,latin hip hop,,,
Attention,Mandi Macias,26,Attention,r&b,urban contemporary,,,
With You Tonight (Hasta El Amanecer),Nicky Jam,0,With You Tonight (Hasta El Amanecer),edm,pop edm,11493557.0,89.0,https://i.scdn.co/image/e2cc83fdb16667b0cc6c011da4747adedc759185
WATCH ME,Night Lovell,49,GOODNIGHT LOVELL,rap,gangster rap,,,
The Sun,Meynberg,48,The Sun,latin,tropical,,,
Thunder,Jauz,44,Thunder,edm,electro house,,,
Nobody (feat. Stargate),Netsky,43,Abbot Kinney,edm,progressive electro house,361851.0,63.0,https://i.scdn.co/image/9fe61e22ead23fa4fdf7365f234495e5bc512ead
So Simple,Scorsi,24,So Simple,edm,pop edm,,,
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84,Dancin (feat. Luvli) [Krono Remix],pop,post-teen pop,195484.0,70.0,https://i.scdn.co/image/ead4661fcddfe229e2e07d76b74e04e6de06cdcb
Coconuts,Fouk,48,Heavy on the Bacon,edm,progressive electro house,,,
Treat Me Like I’m All Yours,Sasha Keable,41,MAN,r&b,neo soul,,,
Dawood,Sidhu Moose Wala,52,Pbx 1,rap,hip hop,1473314.0,69.0,https://i.scdn.co/image/7a5fdcf968630a28583dd0613bc4735b6ad6a6b6
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,71,Don't Check On Me (feat. Justin Bieber & Ink),latin,latin hip hop,11161761.0,90.0,https://i.scdn.co/image/e153d6448b17ce97b2a79da70d64b89230c67053
Losing Sleep - Kat Krazy Remix,John Newman,0,Losing Sleep,edm,progressive electro house,,,
Jump - Remastered Version,Van Halen,0,The Best Of Both Worlds (US Release),rock,hard rock,,,
Break on Through (To the Other Side) [feat. Andy James],Violent Idols,36,Break on Through (To the Other Side) [feat. Andy James],rock,hard rock,,,
Free Souls,Nicola Conte,22,Free Souls,r&b,neo soul,,,
Pretty Wings - uncut,Maxwell,58,BLACKsummers'night (2009),r&b,neo soul,146136.0,72.0,https://i.scdn.co/image/01dcbd84762dde71ca74330bed774349d67bc382
Evil Ecstasy,Erick Morillo,16,Evil Ecstasy,edm,progressive electro house,,,
For You - Jay Dixie Remix,Deep Chills,24,For You (The Remixes),edm,big room,,,
Me Llevas Más Alto,DJ PV,29,Me Llevas Más Alto,latin,latin hip hop,,,
Cmnd,Dust Collectors,47,Seasonal Sounds / Summer,rap,hip hop,,,
I Was Made For Lovin' You,KISS,78,Dynasty,rock,classic rock,,,
NTN,Cartel De Santa,38,Cartel De Santa,rap,gangster rap,,,
Savior,Rise Against,70,Appeal To Reason,rock,hard rock,,,
Where Did I Go?,Jorja Smith,4,Where Did I Go?,r&b,neo soul,1400637.0,77.0,https://i.scdn.co/image/a781161f9e412f54e7b2a9d2fdc07a32cb75b42b
We Got Our Own Thang,Heavy D & The Boyz,18,Heavy Hitz,r&b,new jack swing,,,
Te regalo,Carlos Baute,60,Baute,latin,latin pop,,,
Volaré - Artury Pepper Remix,T-Bone,0,Volaré (Artury Pepper Remix),latin,latin hip hop,,,
Together We Are (feat. Chris James),ARTY,45,Together We Are (feat. Chris James) [Remixes],edm,progressive electro house,,,
Chilango Blues,Mon Laferte,54,Chilango Blues,latin,latin pop,,,
Higher Ground (Acoustic),SKAAR,47,"Higher Ground (From the Original Motion Picture ""Battle"")",r&b,urban contemporary,,,
Drunk Drivers/Killer Whales,Car Seat Headrest,60,Teens of Denial,r&b,hip pop,,,
Aqui no dominas nada,W. Corona,45,8 Diamantes,rap,gangster rap,,,
Pray,The Erised,24,Desire EP,pop,indie poptimism,,,
Flirt,Biig Piig,45,"Big Fan of the Sesh, Vol. 1",r&b,urban contemporary,,,
That's Not Me,Skepta,3,Konnichiwa,rap,southern hip hop,738585.0,78.0,https://i.scdn.co/image/c2fc72a70dcc094844aaf02ad945fbbd0aeab777
Treat You Better,Shawn Mendes,83,Illuminate,edm,pop edm,25823019.0,89.0,https://i.scdn.co/image/6bd59cfbd3e1e6394af710bddcd62999aae31c6f
Jackpot,Chico Rose,16,Revealed Recordings presents Miami Festival EP 2019,edm,big room,8567.0,62.0,https://i.scdn.co/image/d46af9c3f231e47f466e83760ecd22371b13bb7d
Halo,Beyoncé,77,I AM...SASHA FIERCE,pop,dance pop,22612079.0,88.0,https://i.scdn.co/image/9fef2047e4e3f05031807d5fa9e121b7862ba259
Dominica,NAEMS,18,Dominica,edm,big room,,,
Over Here Hustlin',Birdman,36,Like Father Like Son,rap,southern hip hop,,,
Every Rose Has Its Thorn - Acoustic,Jim Seas,31,Love on Stage: 80's 90's Rock Ballads,rock,hard rock,,,
Who Is Ready To Jump - Original Club Mix,Chuckie,28,Who Is Ready To Jump,edm,progressive electro house,,,
X Now,Nicky Kuba,36,X Now,r&b,hip pop,,,
14 de Febrero,Omi Hernandez,19,Removiendo el Piso,r&b,urban contemporary,,,
Anytime,Brian McKnight,41,1989-2002 From There To Here,r&b,neo soul,,,
Broken - Live,Seether,43,One Cold Night (Live),latin,latin pop,,,
Step,DJ Mibor,35,Don't Mean a Thing,edm,electro house,,,
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,82,Perfect Ten,r&b,hip pop,636669.0,85.0,https://i.scdn.co/image/4dcf713a3bc309590381ecf718be7d5b1b8f0f61
Tiburon,Proyecto Uno,58,El Poder de la Música,latin,tropical,,,
All over the World,Louzada,29,The Z Files,rock,hard rock,,,
Ay Vamos,J Balvin,3,La Familia B Sides,latin,latin hip hop,19101043.0,97.0,https://i.scdn.co/image/ae3600b01af301d517ac1426cccd4e613f335545
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,pop,dance pop,978052.0,81.0,https://i.scdn.co/image/e968ab97624a12ed7e22aeddaaee07a9ed472f11
Another You (feat. Mr. Probz) - Pretty Pink Radio Edit,Armin van Buuren,18,Another You (feat. Mr. Probz),pop,indie poptimism,3411421.0,79.0,https://i.scdn.co/image/4c6dab89eacc99971af32ab6fe0df0553531fbda
Piece Of My Love,Guy,52,Guy,r&b,new jack swing,,,
No Vuelvas Más,Darell,75,No Vuelvas Más,latin,reggaeton,1119226.0,85.0,https://i.scdn.co/image/dc2e3420e1a51de9a0786c1bc94e6c5da8be17ee
Flip The Beat,Bassjackers,48,Flip The Beat,edm,big room,,,
Sober,Mahalia,63,Sober,r&b,urban contemporary,363092.0,70.0,https://i.scdn.co/image/7b8ffc670f6b6d37f98a770e76356899ab6643ec
Malvadão 2,Xamã,63,Malvadão 2,rap,trap,379253.0,75.0,https://i.scdn.co/image/fab4246fe4917226f0a7c8fde25eb1096c9b2cb4
"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,75,"John C: Bzrp Music Sessions, Vol. 18",rap,trap,879299.0,78.0,https://i.scdn.co/image/c2ce59dc0f1b49ce094f7fc6ba1cb23b7854c46a
